0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),100,0.0
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),200,0.0
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),300,0.0020000000298023225
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),400,0.0
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),500,0.0
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),600,0.0
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),700,0.0010000000149011613
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),800,0.0
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),900,0.0
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1000,0.0020000000298023225
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1100,0.0010000000149011613
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1200,0.0
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1300,0.0036000000685453416
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1400,0.002700000051409006
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1500,0.004500000085681677
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1600,0.007200000137090683
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1700,0.009100000169128179
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1800,0.016200000308454036
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1900,0.009900000188499689
0,250_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),2000,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),100,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),200,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),300,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),400,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),500,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),600,0.0010000000149011613
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),700,0.0020000000298023225
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),800,0.007000000104308128
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),900,0.0010000000149011613
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1000,0.006000000089406967
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1100,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1200,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1300,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1400,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1500,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1600,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1700,0.0
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1800,0.004000000059604645
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1900,0.007000000104308128
1,250_4_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),2000,0.004000000059604645
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),100,0.0010000000149011613
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),200,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),300,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),400,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),500,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),600,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),700,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),800,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),900,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1000,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1100,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1200,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1300,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1400,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1500,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1600,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1700,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1800,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),1900,0.0
2,250_8_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),2000,0.0
3,300_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),100,0.0010000000149011613
3,300_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),200,0.0
3,300_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),300,0.0
3,300_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),400,0.0
3,300_1_0.001_0.001_0.15_0.1_(128; 128)_(128; 128),500,0.0
