0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),100,0.0010000000149011613
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),200,0.0010000000149011613
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),300,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),400,0.0010000000149011613
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),500,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),600,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),700,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),800,0.0020000000298023225
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),900,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1000,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1100,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1200,0.0010000000149011613
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1300,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1400,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1500,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1600,0.014700000267475843
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1700,0.014000000208616257
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1800,0.02270000034943223
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1900,0.0157000002451241
0,50_1_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),2000,0.016900000255554916
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),100,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),200,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),300,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),400,0.0018000000342726708
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),500,0.020700000394135713
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),600,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),700,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),800,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),900,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1000,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1100,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1200,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1300,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1400,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1500,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1600,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 32)_(32; 32),1700,0.0
