0,10,1,0.03999999910593033
0,10,2,0.4999999888241291
0,10,3,1.0199999772012234
0,10,4,0.4899999890476465
0,10,5,0.5699999872595072
0,10,6,1.389999968931079
0,10,7,1.1099999751895666
0,10,8,1.579999964684248
0,10,9,1.50999996624887
0,10,10,1.5399999655783176
0,10,11,1.2399999722838402
0,10,12,1.6799999624490738
0,10,13,0.0
0,10,14,0.30999999307096004
0,10,15,0.0
0,10,16,0.0
0,10,17,0.6499999854713678
0,10,18,1.839999958872795
0,10,19,1.6699999626725912
0,10,20,0.6999999843537807
0,10,21,0.6999999843537807
0,10,22,2.109999952837825
0,10,23,2.1199999526143074
0,10,24,1.9699999559670687
0,10,25,2.1399999521672726
0,10,26,0.3499999921768904
0,10,27,0.8399999812245369
0,10,28,2.109999952837825
0,10,29,1.3299999702721834
0,10,30,2.1899999510496855
0,10,31,0.6799999848008156
0,10,32,2.2199999503791332
0,10,33,1.459999967366457
0,10,34,2.269999949261546
0,10,35,0.8699999805539846
0,10,36,1.6599999628961086
0,10,37,1.8599999584257603
0,10,38,1.6599999628961086
0,10,39,2.489999944344163
0,10,40,2.349999947473407
0,10,41,1.0499999765306711
0,10,42,3.5499999206513166
0,10,43,1.8799999579787254
0,10,44,1.9699999559670687
0,10,45,2.2899999488145113
0,10,46,1.529999965801835
0,10,47,0.909999979659915
0,10,48,0.5899999868124723
0,10,49,2.4999999441206455
0,10,50,2.8099999371916056
0,10,51,2.43999994546175
0,10,52,1.8799999579787254
0,10,53,0.909999979659915
0,10,54,2.6899999398738146
0,10,55,2.4999999441206455
0,10,56,0.9599999785423279
0,10,57,0.8199999816715717
0,10,58,1.839999958872795
0,10,59,0.9999999776482582
0,10,60,1.339999970048666
0,10,61,2.5499999430030584
0,10,62,0.2799999937415123
0,10,63,0.4399999901652336
0,10,64,1.4199999682605267
0,10,65,2.4799999445676804
0,10,66,0.3199999928474426
0,10,67,0.2899999935179949
0,10,68,1.6399999633431435
0,10,69,1.4999999664723873
0,10,70,2.509999943897128
0,10,71,1.4799999669194221
0,10,72,1.7299999613314867
0,10,73,1.1899999734014273
0,10,74,2.1399999521672726
0,10,75,1.2599999718368053
0,10,76,2.12999995239079
0,10,77,2.0699999537318945
0,10,78,1.2099999729543924
0,10,79,0.5899999868124723
0,10,80,1.169999973848462
0,10,81,0.4599999897181988
0,10,82,2.559999942779541
0,10,83,3.899999912828207
0,10,84,0.40999999083578587
0,10,85,1.409999968484044
0,10,86,0.549999987706542
0,10,87,2.3099999483674765
0,10,88,1.6699999626725912
0,10,89,0.549999987706542
0,10,90,1.889999957755208
0,10,91,1.3599999696016312
0,10,92,0.3199999928474426
0,10,93,0.909999979659915
0,10,94,0.7399999834597111
0,10,95,1.8799999579787254
0,10,96,0.8499999810010195
0,10,97,0.7499999832361937
0,10,98,1.1599999740719795
0,10,99,1.409999968484044
0,10,100,1.81999995931983
0,10,101,1.0799999758601189
0,10,102,0.5299999881535769
0,10,103,1.8699999582022429
0,10,104,0.05999999865889549
0,10,105,0.46999998949468136
0,10,106,1.3099999707192183
0,10,107,2.1699999514967203
0,10,108,2.6899999398738146
0,10,109,1.029999976977706
0,10,110,0.5299999881535769
0,10,111,0.9299999792128801
0,10,112,1.2499999720603228
0,10,113,1.4399999678134918
0,10,114,1.3599999696016312
0,10,115,0.9299999792128801
0,10,116,1.0199999772012234
0,10,117,0.6499999854713678
0,10,118,1.3599999696016312
0,10,119,0.8499999810010195
0,10,120,2.939999934285879
0,10,121,0.549999987706542
0,10,122,0.0
0,10,123,1.6899999622255564
0,10,124,0.9299999792128801
0,10,125,0.979999978095293
0,10,126,0.11999999731779099
0,10,127,0.8299999814480543
0,10,128,0.3799999915063381
0,10,129,1.6399999633431435
0,10,130,0.7599999830126762
0,10,131,1.9499999564141035
0,10,132,1.389999968931079
0,10,133,3.229999927803874
0,10,134,0.8699999805539846
0,10,135,1.5699999649077654
0,10,136,2.4099999461323023
0,10,137,0.19999999552965164
0,10,138,1.269999971613288
0,10,139,0.6399999856948853
0,10,140,2.1899999510496855
0,10,141,0.9399999789893627
0,10,142,0.6299999859184027
0,10,143,1.1599999740719795
0,10,144,1.2499999720603228
0,10,145,0.5099999886006117
0,10,146,1.169999973848462
0,10,147,0.979999978095293
0,10,148,0.7999999821186066
0,10,149,1.7899999599903822
0,10,150,1.839999958872795
0,10,151,0.2799999937415123
0,10,152,1.8299999590963125
0,10,153,0.0
0,10,154,1.4999999664723873
0,10,155,2.5299999434500933
0,10,156,0.05999999865889549
0,10,157,1.7599999606609344
0,10,158,0.3799999915063381
0,10,159,4.469999900087714
0,10,160,0.9199999794363976
0,10,161,1.9699999559670687
0,10,162,1.1799999736249447
0,10,163,0.6199999861419201
0,10,164,4.099999908357859
0,10,165,1.1899999734014273
0,10,166,2.8899999354034662
0,10,167,0.7399999834597111
0,10,168,0.549999987706542
0,10,169,1.0599999763071537
0,10,170,1.579999964684248
0,10,171,0.23999999463558197
0,10,172,0.7699999827891588
0,10,173,1.7599999606609344
0,10,174,1.0799999758601189
0,10,175,0.6899999845772982
0,10,176,0.5199999883770943
0,10,177,0.5299999881535769
0,10,178,0.6299999859184027
0,10,179,1.4399999678134918
0,10,180,0.6299999859184027
0,10,181,1.4299999680370092
0,10,182,0.909999979659915
0,10,183,1.4899999666959047
0,10,184,1.3099999707192183
0,10,185,2.419999945908785
0,10,186,0.0
0,10,187,0.4899999890476465
0,10,188,0.30999999307096004
0,10,189,3.5999999195337296
0,10,190,0.0
0,10,191,3.05999993160367
