17,double_[64; 64; 64]_0.995,200,3.86
17,double_[64; 64; 64]_0.995,300,7.4
17,double_[64; 64; 64]_0.995,400,11.06
17,double_[64; 64; 64]_0.995,500,13.54
17,double_[64; 64; 64]_0.995,600,13.57
17,double_[64; 64; 64]_0.995,615,14.02
18,double_[64; 64; 64]_0.996,100,0.76
18,double_[64; 64; 64]_0.996,200,2.91
18,double_[64; 64; 64]_0.996,300,6.49
18,double_[64; 64; 64]_0.996,400,9.12
18,double_[64; 64; 64]_0.996,500,11.35
18,double_[64; 64; 64]_0.996,600,13.96
18,double_[64; 64; 64]_0.996,602,14.0
19,double_[64; 64; 64]_0.997,100,0.02
19,double_[64; 64; 64]_0.997,200,1.73
19,double_[64; 64; 64]_0.997,300,3.86
19,double_[64; 64; 64]_0.997,400,7.55
19,double_[64; 64; 64]_0.997,500,10.16
19,double_[64; 64; 64]_0.997,600,11.41
19,double_[64; 64; 64]_0.997,700,12.38
19,double_[64; 64; 64]_0.997,800,13.15
19,double_[64; 64; 64]_0.997,851,14.03
20,double_[64; 64]_0.994,100,0.81
20,double_[64; 64]_0.994,200,3.86
20,double_[64; 64]_0.994,300,8.8
20,double_[64; 64]_0.994,400,10.67
20,double_[64; 64]_0.994,500,13.67
20,double_[64; 64]_0.994,508,14.04
21,double_[64; 64]_0.995,100,0.91
21,double_[64; 64]_0.995,200,4.4
21,double_[64; 64]_0.995,300,6.7
21,double_[64; 64]_0.995,400,9.78
21,double_[64; 64]_0.995,500,12.78
21,double_[64; 64]_0.995,600,13.36
21,double_[64; 64]_0.995,619,14.03
22,double_[64; 64]_0.996,100,0.79
22,double_[64; 64]_0.996,200,4.32
22,double_[64; 64]_0.996,300,6.5
22,double_[64; 64]_0.996,400,9.25
22,double_[64; 64]_0.996,500,12.14
22,double_[64; 64]_0.996,600,13.37
22,double_[64; 64]_0.996,700,12.78
22,double_[64; 64]_0.996,764,14.08
23,double_[64; 64]_0.997,100,0.33
23,double_[64; 64]_0.997,200,2.27
23,double_[64; 64]_0.997,300,4.67
23,double_[64; 64]_0.997,400,7.31
23,double_[64; 64]_0.997,500,9.67
23,double_[64; 64]_0.997,600,11.75
23,double_[64; 64]_0.997,700,12.67
23,double_[64; 64]_0.997,800,13.03
23,double_[64; 64]_0.997,846,14.02
24,double_[32; 32; 32]_0.994,100,1.14
24,double_[32; 32; 32]_0.994,200,6.04
24,double_[32; 32; 32]_0.994,300,8.89
24,double_[32; 32; 32]_0.994,400,11.09
24,double_[32; 32; 32]_0.994,500,13.86
24,double_[32; 32; 32]_0.994,517,14.05
25,double_[32; 32; 32]_0.995,100,0.82
25,double_[32; 32; 32]_0.995,200,4.6
25,double_[32; 32; 32]_0.995,300,7.01
25,double_[32; 32; 32]_0.995,400,8.94
25,double_[32; 32; 32]_0.995,500,11.77
25,double_[32; 32; 32]_0.995,581,14.0
26,double_[32; 32; 32]_0.996,100,0.74
26,double_[32; 32; 32]_0.996,200,3.77
26,double_[32; 32; 32]_0.996,300,6.65
26,double_[32; 32; 32]_0.996,400,8.66
26,double_[32; 32; 32]_0.996,500,11.09
26,double_[32; 32; 32]_0.996,600,13.2
26,double_[32; 32; 32]_0.996,668,14.06
27,double_[32; 32; 32]_0.997,100,0.6
27,double_[32; 32; 32]_0.997,200,2.34
27,double_[32; 32; 32]_0.997,300,4.94
27,double_[32; 32; 32]_0.997,400,7.18
27,double_[32; 32; 32]_0.997,500,10.34
27,double_[32; 32; 32]_0.997,600,12.18
27,double_[32; 32; 32]_0.997,700,13.54
27,double_[32; 32; 32]_0.997,732,14.01
28,double_[32; 32]_0.994,100,1.15
28,double_[32; 32]_0.994,200,6.02
28,double_[32; 32]_0.994,300,9.16
28,double_[32; 32]_0.994,400,12.29
28,double_[32; 32]_0.994,500,13.74
28,double_[32; 32]_0.994,506,14.02
29,double_[32; 32]_0.995,100,1.19
29,double_[32; 32]_0.995,200,5.3
29,double_[32; 32]_0.995,300,7.71
29,double_[32; 32]_0.995,400,9.43
29,double_[32; 32]_0.995,500,12.07
29,double_[32; 32]_0.995,550,14.01
30,double_[32; 32]_0.996,100,0.72
30,double_[32; 32]_0.996,200,3.65
30,double_[32; 32]_0.996,300,6.11
30,double_[32; 32]_0.996,400,8.99
30,double_[32; 32]_0.996,500,10.9
30,double_[32; 32]_0.996,600,13.62
30,double_[32; 32]_0.996,618,14.02
31,double_[32; 32]_0.997,100,0.56
31,double_[32; 32]_0.997,200,2.74
31,double_[32; 32]_0.997,300,5.08
31,double_[32; 32]_0.997,400,7.37
31,double_[32; 32]_0.997,500,10.09
31,double_[32; 32]_0.997,600,11.49
31,double_[32; 32]_0.997,700,13.01
31,double_[32; 32]_0.997,800,13.01
31,double_[32; 32]_0.997,900,13.57
31,double_[32; 32]_0.997,933,14.08
32,prio_[64; 64; 64]_0.995_0.0_0.0,100,1.25
32,prio_[64; 64; 64]_0.995_0.0_0.0,200,4.03
32,prio_[64; 64; 64]_0.995_0.0_0.0,300,7.86
32,prio_[64; 64; 64]_0.995_0.0_0.0,400,10.97
32,prio_[64; 64; 64]_0.995_0.0_0.0,500,12.83
32,prio_[64; 64; 64]_0.995_0.0_0.0,571,14.01
33,prio_[64; 64; 64]_0.995_0.0_0.1,100,0.81
33,prio_[64; 64; 64]_0.995_0.0_0.1,200,4.99
33,prio_[64; 64; 64]_0.995_0.0_0.1,300,7.51
33,prio_[64; 64; 64]_0.995_0.0_0.1,400,11.81
33,prio_[64; 64; 64]_0.995_0.0_0.1,483,14.11
34,prio_[64; 64; 64]_0.995_0.0_0.2,100,0.46
34,prio_[64; 64; 64]_0.995_0.0_0.2,200,3.16
34,prio_[64; 64; 64]_0.995_0.0_0.2,300,6.87
34,prio_[64; 64; 64]_0.995_0.0_0.2,400,10.07
34,prio_[64; 64; 64]_0.995_0.0_0.2,500,12.3
34,prio_[64; 64; 64]_0.995_0.0_0.2,584,14.01
35,prio_[64; 64; 64]_0.995_0.0_0.3,100,0.78
35,prio_[64; 64; 64]_0.995_0.0_0.3,200,4.15
35,prio_[64; 64; 64]_0.995_0.0_0.3,300,6.8
35,prio_[64; 64; 64]_0.995_0.0_0.3,400,9.93
35,prio_[64; 64; 64]_0.995_0.0_0.3,500,12.42
35,prio_[64; 64; 64]_0.995_0.0_0.3,583,14.03
36,prio_[64; 64; 64]_0.995_0.0_0.4,100,0.81
36,prio_[64; 64; 64]_0.995_0.0_0.4,200,4.55
36,prio_[64; 64; 64]_0.995_0.0_0.4,300,7.8
36,prio_[64; 64; 64]_0.995_0.0_0.4,400,10.37
36,prio_[64; 64; 64]_0.995_0.0_0.4,500,13.47
36,prio_[64; 64; 64]_0.995_0.0_0.4,538,14.03
37,prio_[64; 64; 64]_0.995_0.0_0.5,100,0.61
37,prio_[64; 64; 64]_0.995_0.0_0.5,200,3.33
37,prio_[64; 64; 64]_0.995_0.0_0.5,300,7.88
37,prio_[64; 64; 64]_0.995_0.0_0.5,400,10.79
37,prio_[64; 64; 64]_0.995_0.0_0.5,500,13.1
37,prio_[64; 64; 64]_0.995_0.0_0.5,600,13.62
37,prio_[64; 64; 64]_0.995_0.0_0.5,641,14.02
38,prio_[64; 64; 64]_0.995_0.0_0.6,100,0.28
38,prio_[64; 64; 64]_0.995_0.0_0.6,200,2.86
38,prio_[64; 64; 64]_0.995_0.0_0.6,300,6.14
38,prio_[64; 64; 64]_0.995_0.0_0.6,400,9.63
38,prio_[64; 64; 64]_0.995_0.0_0.6,500,13.32
38,prio_[64; 64; 64]_0.995_0.0_0.6,544,14.04
39,prio_[64; 64; 64]_0.995_0.0_0.7,100,0.33
39,prio_[64; 64; 64]_0.995_0.0_0.7,200,2.99
39,prio_[64; 64; 64]_0.995_0.0_0.7,300,6.92
39,prio_[64; 64; 64]_0.995_0.0_0.7,400,10.95
39,prio_[64; 64; 64]_0.995_0.0_0.7,500,13.59
39,prio_[64; 64; 64]_0.995_0.0_0.7,547,14.03
40,prio_[64; 64; 64]_0.995_0.0_0.8,100,0.48
40,prio_[64; 64; 64]_0.995_0.0_0.8,200,2.72
40,prio_[64; 64; 64]_0.995_0.0_0.8,300,6.23
40,prio_[64; 64; 64]_0.995_0.0_0.8,400,9.68
40,prio_[64; 64; 64]_0.995_0.0_0.8,500,12.8
40,prio_[64; 64; 64]_0.995_0.0_0.8,545,14.0
41,prio_[64; 64; 64]_0.995_0.0_0.9,100,0.74
41,prio_[64; 64; 64]_0.995_0.0_0.9,200,4.59
41,prio_[64; 64; 64]_0.995_0.0_0.9,300,8.5
41,prio_[64; 64; 64]_0.995_0.0_0.9,400,9.91
41,prio_[64; 64; 64]_0.995_0.0_0.9,500,12.85
41,prio_[64; 64; 64]_0.995_0.0_0.9,581,14.06
42,prio_[64; 64; 64]_0.995_0.1_0.0,100,0.72
42,prio_[64; 64; 64]_0.995_0.1_0.0,200,3.65
42,prio_[64; 64; 64]_0.995_0.1_0.0,300,7.01
42,prio_[64; 64; 64]_0.995_0.1_0.0,400,10.24
42,prio_[64; 64; 64]_0.995_0.1_0.0,500,11.9
42,prio_[64; 64; 64]_0.995_0.1_0.0,600,13.31
42,prio_[64; 64; 64]_0.995_0.1_0.0,626,14.0
43,prio_[64; 64; 64]_0.995_0.1_0.1,100,0.6
43,prio_[64; 64; 64]_0.995_0.1_0.1,200,2.91
43,prio_[64; 64; 64]_0.995_0.1_0.1,300,6.75
43,prio_[64; 64; 64]_0.995_0.1_0.1,400,10.09
43,prio_[64; 64; 64]_0.995_0.1_0.1,500,10.92
43,prio_[64; 64; 64]_0.995_0.1_0.1,600,13.72
43,prio_[64; 64; 64]_0.995_0.1_0.1,613,14.12
44,prio_[64; 64; 64]_0.995_0.1_0.2,100,0.98
44,prio_[64; 64; 64]_0.995_0.1_0.2,200,3.93
44,prio_[64; 64; 64]_0.995_0.1_0.2,300,7.62
44,prio_[64; 64; 64]_0.995_0.1_0.2,400,10.7
44,prio_[64; 64; 64]_0.995_0.1_0.2,500,13.65
44,prio_[64; 64; 64]_0.995_0.1_0.2,520,14.0
45,prio_[64; 64; 64]_0.995_0.1_0.3,100,0.63
45,prio_[64; 64; 64]_0.995_0.1_0.3,200,4.32
45,prio_[64; 64; 64]_0.995_0.1_0.3,300,6.93
45,prio_[64; 64; 64]_0.995_0.1_0.3,400,10.14
45,prio_[64; 64; 64]_0.995_0.1_0.3,500,13.08
45,prio_[64; 64; 64]_0.995_0.1_0.3,550,14.0
46,prio_[64; 64; 64]_0.995_0.1_0.4,100,0.46
46,prio_[64; 64; 64]_0.995_0.1_0.4,200,3.67
46,prio_[64; 64; 64]_0.995_0.1_0.4,300,6.46
46,prio_[64; 64; 64]_0.995_0.1_0.4,400,9.64
46,prio_[64; 64; 64]_0.995_0.1_0.4,500,13.43
46,prio_[64; 64; 64]_0.995_0.1_0.4,527,14.08
47,prio_[64; 64; 64]_0.995_0.1_0.5,100,0.42
47,prio_[64; 64; 64]_0.995_0.1_0.5,200,3.14
47,prio_[64; 64; 64]_0.995_0.1_0.5,300,7.21
47,prio_[64; 64; 64]_0.995_0.1_0.5,400,10.59
47,prio_[64; 64; 64]_0.995_0.1_0.5,500,12.51
47,prio_[64; 64; 64]_0.995_0.1_0.5,585,14.05
48,prio_[64; 64; 64]_0.995_0.1_0.6,100,0.36
48,prio_[64; 64; 64]_0.995_0.1_0.6,200,3.57
48,prio_[64; 64; 64]_0.995_0.1_0.6,300,7.46
48,prio_[64; 64; 64]_0.995_0.1_0.6,400,10.17
48,prio_[64; 64; 64]_0.995_0.1_0.6,500,12.42
48,prio_[64; 64; 64]_0.995_0.1_0.6,553,14.03
49,prio_[64; 64; 64]_0.995_0.1_0.7,100,0.98
49,prio_[64; 64; 64]_0.995_0.1_0.7,200,3.84
49,prio_[64; 64; 64]_0.995_0.1_0.7,300,7.69
49,prio_[64; 64; 64]_0.995_0.1_0.7,400,11.07
49,prio_[64; 64; 64]_0.995_0.1_0.7,500,13.79
49,prio_[64; 64; 64]_0.995_0.1_0.7,525,14.05
50,prio_[64; 64; 64]_0.995_0.1_0.8,100,1.0
50,prio_[64; 64; 64]_0.995_0.1_0.8,200,4.93
50,prio_[64; 64; 64]_0.995_0.1_0.8,300,7.06
50,prio_[64; 64; 64]_0.995_0.1_0.8,400,10.86
50,prio_[64; 64; 64]_0.995_0.1_0.8,500,12.95
50,prio_[64; 64; 64]_0.995_0.1_0.8,536,14.0
51,prio_[64; 64; 64]_0.995_0.1_0.9,100,0.93
51,prio_[64; 64; 64]_0.995_0.1_0.9,200,4.05
51,prio_[64; 64; 64]_0.995_0.1_0.9,300,7.52
51,prio_[64; 64; 64]_0.995_0.1_0.9,400,9.87
51,prio_[64; 64; 64]_0.995_0.1_0.9,500,12.33
51,prio_[64; 64; 64]_0.995_0.1_0.9,600,13.5
51,prio_[64; 64; 64]_0.995_0.1_0.9,633,14.02
52,prio_[64; 64; 64]_0.995_0.2_0.0,100,0.36
52,prio_[64; 64; 64]_0.995_0.2_0.0,200,2.5
52,prio_[64; 64; 64]_0.995_0.2_0.0,300,5.33
52,prio_[64; 64; 64]_0.995_0.2_0.0,400,8.73
52,prio_[64; 64; 64]_0.995_0.2_0.0,500,11.45
52,prio_[64; 64; 64]_0.995_0.2_0.0,576,14.02
53,prio_[64; 64; 64]_0.995_0.2_0.1,100,1.17
53,prio_[64; 64; 64]_0.995_0.2_0.1,200,4.07
53,prio_[64; 64; 64]_0.995_0.2_0.1,300,7.78
53,prio_[64; 64; 64]_0.995_0.2_0.1,400,8.98
53,prio_[64; 64; 64]_0.995_0.2_0.1,500,12.79
53,prio_[64; 64; 64]_0.995_0.2_0.1,600,13.76
53,prio_[64; 64; 64]_0.995_0.2_0.1,607,14.13
54,prio_[64; 64; 64]_0.995_0.2_0.2,100,0.8
54,prio_[64; 64; 64]_0.995_0.2_0.2,200,3.38
54,prio_[64; 64; 64]_0.995_0.2_0.2,300,6.69
54,prio_[64; 64; 64]_0.995_0.2_0.2,400,9.59
54,prio_[64; 64; 64]_0.995_0.2_0.2,500,13.15
54,prio_[64; 64; 64]_0.995_0.2_0.2,575,14.08
55,prio_[64; 64; 64]_0.995_0.2_0.3,100,0.59
55,prio_[64; 64; 64]_0.995_0.2_0.3,200,3.12
55,prio_[64; 64; 64]_0.995_0.2_0.3,300,6.63
55,prio_[64; 64; 64]_0.995_0.2_0.3,400,10.78
55,prio_[64; 64; 64]_0.995_0.2_0.3,500,12.6
55,prio_[64; 64; 64]_0.995_0.2_0.3,543,14.04
56,prio_[64; 64; 64]_0.995_0.2_0.4,100,0.87
56,prio_[64; 64; 64]_0.995_0.2_0.4,200,3.77
56,prio_[64; 64; 64]_0.995_0.2_0.4,300,7.32
56,prio_[64; 64; 64]_0.995_0.2_0.4,400,10.45
56,prio_[64; 64; 64]_0.995_0.2_0.4,500,12.77
56,prio_[64; 64; 64]_0.995_0.2_0.4,600,13.58
56,prio_[64; 64; 64]_0.995_0.2_0.4,626,14.02
57,prio_[64; 64; 64]_0.995_0.2_0.5,100,0.5
57,prio_[64; 64; 64]_0.995_0.2_0.5,200,2.9
57,prio_[64; 64; 64]_0.995_0.2_0.5,300,6.26
57,prio_[64; 64; 64]_0.995_0.2_0.5,400,9.74
57,prio_[64; 64; 64]_0.995_0.2_0.5,500,12.76
57,prio_[64; 64; 64]_0.995_0.2_0.5,526,14.02
58,prio_[64; 64; 64]_0.995_0.2_0.6,100,0.46
58,prio_[64; 64; 64]_0.995_0.2_0.6,200,2.9
58,prio_[64; 64; 64]_0.995_0.2_0.6,300,6.6
58,prio_[64; 64; 64]_0.995_0.2_0.6,400,10.23
58,prio_[64; 64; 64]_0.995_0.2_0.6,500,12.21
58,prio_[64; 64; 64]_0.995_0.2_0.6,552,14.0
59,prio_[64; 64; 64]_0.995_0.2_0.7,100,0.82
59,prio_[64; 64; 64]_0.995_0.2_0.7,200,3.13
59,prio_[64; 64; 64]_0.995_0.2_0.7,300,7.05
59,prio_[64; 64; 64]_0.995_0.2_0.7,400,10.72
59,prio_[64; 64; 64]_0.995_0.2_0.7,500,12.97
59,prio_[64; 64; 64]_0.995_0.2_0.7,571,14.0
60,prio_[64; 64; 64]_0.995_0.2_0.8,100,0.34
60,prio_[64; 64; 64]_0.995_0.2_0.8,200,2.32
60,prio_[64; 64; 64]_0.995_0.2_0.8,300,4.99
60,prio_[64; 64; 64]_0.995_0.2_0.8,400,8.19
60,prio_[64; 64; 64]_0.995_0.2_0.8,500,10.68
60,prio_[64; 64; 64]_0.995_0.2_0.8,600,13.63
60,prio_[64; 64; 64]_0.995_0.2_0.8,619,14.03
61,prio_[64; 64; 64]_0.995_0.2_0.9,100,1.1
61,prio_[64; 64; 64]_0.995_0.2_0.9,200,4.33
61,prio_[64; 64; 64]_0.995_0.2_0.9,300,7.21
61,prio_[64; 64; 64]_0.995_0.2_0.9,400,10.19
61,prio_[64; 64; 64]_0.995_0.2_0.9,500,13.65
61,prio_[64; 64; 64]_0.995_0.2_0.9,528,14.01
62,prio_[64; 64; 64]_0.995_0.3_0.0,100,0.54
62,prio_[64; 64; 64]_0.995_0.3_0.0,200,2.83
62,prio_[64; 64; 64]_0.995_0.3_0.0,300,6.15
62,prio_[64; 64; 64]_0.995_0.3_0.0,400,9.86
62,prio_[64; 64; 64]_0.995_0.3_0.0,500,12.12
62,prio_[64; 64; 64]_0.995_0.3_0.0,600,13.63
62,prio_[64; 64; 64]_0.995_0.3_0.0,614,14.02
63,prio_[64; 64; 64]_0.995_0.3_0.1,100,0.83
63,prio_[64; 64; 64]_0.995_0.3_0.1,200,3.19
63,prio_[64; 64; 64]_0.995_0.3_0.1,300,6.68
63,prio_[64; 64; 64]_0.995_0.3_0.1,400,9.83
63,prio_[64; 64; 64]_0.995_0.3_0.1,500,12.29
63,prio_[64; 64; 64]_0.995_0.3_0.1,597,14.02
64,prio_[64; 64; 64]_0.995_0.3_0.2,100,0.5
64,prio_[64; 64; 64]_0.995_0.3_0.2,200,2.92
64,prio_[64; 64; 64]_0.995_0.3_0.2,300,6.16
64,prio_[64; 64; 64]_0.995_0.3_0.2,400,9.59
64,prio_[64; 64; 64]_0.995_0.3_0.2,500,12.05
64,prio_[64; 64; 64]_0.995_0.3_0.2,600,13.81
64,prio_[64; 64; 64]_0.995_0.3_0.2,603,14.06
65,prio_[64; 64; 64]_0.995_0.3_0.3,100,0.27
65,prio_[64; 64; 64]_0.995_0.3_0.3,200,2.35
65,prio_[64; 64; 64]_0.995_0.3_0.3,300,5.92
65,prio_[64; 64; 64]_0.995_0.3_0.3,400,9.12
65,prio_[64; 64; 64]_0.995_0.3_0.3,500,11.64
65,prio_[64; 64; 64]_0.995_0.3_0.3,600,12.75
65,prio_[64; 64; 64]_0.995_0.3_0.3,644,14.01
66,prio_[64; 64; 64]_0.995_0.3_0.4,100,1.0
66,prio_[64; 64; 64]_0.995_0.3_0.4,200,3.64
66,prio_[64; 64; 64]_0.995_0.3_0.4,300,6.53
66,prio_[64; 64; 64]_0.995_0.3_0.4,400,10.32
66,prio_[64; 64; 64]_0.995_0.3_0.4,500,12.68
66,prio_[64; 64; 64]_0.995_0.3_0.4,600,13.73
66,prio_[64; 64; 64]_0.995_0.3_0.4,630,14.0
67,prio_[64; 64; 64]_0.995_0.3_0.5,100,0.89
67,prio_[64; 64; 64]_0.995_0.3_0.5,200,3.22
67,prio_[64; 64; 64]_0.995_0.3_0.5,300,6.27
67,prio_[64; 64; 64]_0.995_0.3_0.5,400,8.99
67,prio_[64; 64; 64]_0.995_0.3_0.5,500,12.09
67,prio_[64; 64; 64]_0.995_0.3_0.5,565,14.01
68,prio_[64; 64; 64]_0.995_0.3_0.6,100,0.34
68,prio_[64; 64; 64]_0.995_0.3_0.6,200,2.95
68,prio_[64; 64; 64]_0.995_0.3_0.6,300,6.47
68,prio_[64; 64; 64]_0.995_0.3_0.6,400,9.67
68,prio_[64; 64; 64]_0.995_0.3_0.6,500,13.05
68,prio_[64; 64; 64]_0.995_0.3_0.6,589,14.01
69,prio_[64; 64; 64]_0.995_0.3_0.7,100,0.76
69,prio_[64; 64; 64]_0.995_0.3_0.7,200,3.71
69,prio_[64; 64; 64]_0.995_0.3_0.7,300,7.71
69,prio_[64; 64; 64]_0.995_0.3_0.7,400,10.3
69,prio_[64; 64; 64]_0.995_0.3_0.7,500,13.03
69,prio_[64; 64; 64]_0.995_0.3_0.7,561,14.02
70,prio_[64; 64; 64]_0.995_0.3_0.8,100,0.3
70,prio_[64; 64; 64]_0.995_0.3_0.8,200,2.91
70,prio_[64; 64; 64]_0.995_0.3_0.8,300,7.42
70,prio_[64; 64; 64]_0.995_0.3_0.8,400,11.2
70,prio_[64; 64; 64]_0.995_0.3_0.8,500,13.51
70,prio_[64; 64; 64]_0.995_0.3_0.8,517,14.04
71,prio_[64; 64; 64]_0.995_0.3_0.9,100,0.81
71,prio_[64; 64; 64]_0.995_0.3_0.9,200,4.4
71,prio_[64; 64; 64]_0.995_0.3_0.9,300,7.78
71,prio_[64; 64; 64]_0.995_0.3_0.9,400,11.39
71,prio_[64; 64; 64]_0.995_0.3_0.9,500,13.41
71,prio_[64; 64; 64]_0.995_0.3_0.9,530,14.03
72,prio_[64; 64; 64]_0.995_0.4_0.0,100,0.75
72,prio_[64; 64; 64]_0.995_0.4_0.0,200,2.89
72,prio_[64; 64; 64]_0.995_0.4_0.0,300,6.71
72,prio_[64; 64; 64]_0.995_0.4_0.0,400,10.04
72,prio_[64; 64; 64]_0.995_0.4_0.0,500,12.06
72,prio_[64; 64; 64]_0.995_0.4_0.0,600,12.87
72,prio_[64; 64; 64]_0.995_0.4_0.0,652,14.03
73,prio_[64; 64; 64]_0.995_0.4_0.1,100,1.02
73,prio_[64; 64; 64]_0.995_0.4_0.1,200,3.75
73,prio_[64; 64; 64]_0.995_0.4_0.1,300,6.08
73,prio_[64; 64; 64]_0.995_0.4_0.1,400,9.2
73,prio_[64; 64; 64]_0.995_0.4_0.1,500,12.07
73,prio_[64; 64; 64]_0.995_0.4_0.1,600,13.28
73,prio_[64; 64; 64]_0.995_0.4_0.1,658,14.0
74,prio_[64; 64; 64]_0.995_0.4_0.2,100,0.41
74,prio_[64; 64; 64]_0.995_0.4_0.2,200,3.92
