0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),100,0.5887999868392945
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),200,0.8723999805003405
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),300,0.16699999626725912
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),400,0.8780999803729356
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),500,0.6615999852120876
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),600,0.8122999818436801
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),700,0.7994999821297825
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),800,0.6197999861463904
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),900,0.7310999836586416
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1000,0.4554999898187816
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1100,0.5582999875210226
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1200,0.49619998890906575
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1300,0.4415999901294708
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1400,0.4553999898210168
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1500,0.49479998894035815
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1600,0.4462999900244176
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1700,0.4771999893337488
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1800,0.47159998945891857
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1900,0.5221999883279205
0,100_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),2000,0.47739998932927846
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),100,0.1610999963991344
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),200,0.2486999944411218
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),300,0.23299999479204417
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),400,0.19979999553412198
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),500,0.21709999514743686
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),600,0.21579999517649412
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),700,0.20179999548941852
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),800,0.2137999952211976
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),900,0.21979999508708714
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1000,0.2102999952994287
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1100,0.23369999477639794
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1200,0.24719999447464944
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1300,0.2110999952815473
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1400,0.21829999512061476
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1500,0.22949999487027525
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1600,0.20319999545812606
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1700,0.23209999481216073
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1800,0.2354999947361648
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1900,0.2179999951273203
1,100_12_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),2000,0.19939999554306267
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),100,0.14199999682605266
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),200,0.5687999872863293
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),300,0.6328999858535826
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),400,0.9094999796710909
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),500,1.0007999776303769
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),600,0.42129999058321116
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),700,0.9892999778874219
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),800,1.0243999771028758
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),900,0.7972999821789563
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1000,0.9050999797694385
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1100,0.6319999858736992
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1200,0.4626999896578491
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1300,0.4809999892488122
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1400,0.5094999886117876
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1500,0.46489998960867523
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1600,0.44559999004006384
2,150_8_0.001_0.001_0.0_0.0_(128; 128)_(128; 128),1700,0.4898999890498817
