0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),100,1.164899973962456
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),200,1.2134999728761613
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),300,1.0246999770961702
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),400,0.8975999799370765
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),500,0.9902999778650701
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),600,1.0042999775521457
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),700,1.0031999775767326
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),800,1.028799977004528
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),900,0.9870999779365957
0,150_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),1000,0.9219999793916941
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),100,0.7604999830015003
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),200,1.7853999600932002
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),300,1.9268999569304288
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),400,1.5527999652922153
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),500,0.9978999776951969
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),600,1.5411999655514956
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),700,1.2031999731063843
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),800,1.085099975746125
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),900,1.0211999771744014
1,150_4_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),1000,1.3465999699011446
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),100,0.6687999850511551
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),200,1.000699977632612
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),300,1.0579999763518573
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),400,1.044399976655841
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),500,1.3374999701045454
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),600,1.5392999655939639
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),700,1.2301999725028872
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),800,0.9759999781847
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),900,0.5749999871477485
2,150_8_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),1000,1.1692999738641083
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),100,0.8761999804154038
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),200,1.2834999713115394
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),300,1.2279999725520612
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),400,1.2430999722145497
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),500,1.840599958859384
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),600,2.1272999524511396
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),700,2.591599942073226
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),800,2.217799950428307
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),900,2.443899945374578
3,150_12_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),1000,2.3483999475091695
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),100,0.0036999999172985555
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),200,0.007399999834597111
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),300,0.2171999951452017
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),400,0.010499999765306712
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),500,0.007599999830126762
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),600,0.0058999998681247235
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),700,0.011999999731779098
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),800,0.009999999776482582
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),900,0.012299999725073577
4,150_16_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),1000,0.007499999832361937
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),100,0.4000999910570681
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),200,0.5462999877892435
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),300,0.6376999857462943
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),400,0.4496999899484217
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),500,0.3368999924696982
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),600,0.20709999537095428
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),700,0.1006999977491796
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),800,0.2852999936230481
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),900,0.29889999331906436
5,150_20_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),1000,0.31189999302849175
6,200_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),100,0.9547999786585569
6,200_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),200,1.0921999755874277
6,200_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),300,0.8884999801404774
6,200_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),400,1.0103999774158001
6,200_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),500,0.9285999792441726
6,200_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),600,0.9583999785780907
6,200_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),700,0.926099979300052
6,200_1_0.001_0.001_0.15_0.2_(400; 300)_(400; 300),800,1.0324999769218266
