0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),100,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),200,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),300,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),400,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),500,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),600,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),700,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),800,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),900,0.01600000023841858
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1000,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1100,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1200,0.0009000000171363354
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1300,0.007200000137090683
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1400,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1500,0.0030000000447034836
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1600,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1700,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1800,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1900,0.0
0,50_1_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),2000,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),100,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),200,0.010800000168383122
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),300,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),400,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),500,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),600,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),700,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),800,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),900,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1000,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1100,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1200,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1300,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1400,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1500,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1600,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1700,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1800,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1900,0.0
1,50_4_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),2000,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),100,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),200,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),300,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),400,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),500,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),600,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),700,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),800,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),900,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1000,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1100,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1200,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1300,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1400,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1500,0.0
2,50_8_0.0001_0.001_0.0_0.0_(32; 16)_(32; 16),1600,0.0
